Id,SalePrice
1622,146910.66
1623,269191.75
1624,215250.25
1625,125516.42
1626,172019.53
1627,187750.14
1628,280975.94
1629,168454.73
1630,400183.38
1631,254484.03
1632,243750.62
1633,169819.1
1634,189017.12
1635,187009.47
1636,178799.7
1637,198064.53
1638,183452.47
1639,220093.1
1640,262081.38
1641,228144.0
1642,238985.9
1643,231853.4
1644,217478.28
1645,251035.3
1646,153769.1
1647,150831.34
1648,150608.81
1649,139178.5
1650,119282.34
1651,131907.5
1652,98194.734
1653,98207.266
1654,152736.28
1655,143048.98
1656,150378.77
1657,152588.64
1658,151355.84
1659,122408.33
1660,143073.81
1661,503628.88
1662,361249.38
1663,367437.7
1664,510783.62
1665,272764.2
1666,317522.2
1667,337445.62
1668,336546.03
1669,286647.94
1670,329451.06
1671,285952.56
1672,474901.22
1673,285399.75
1674,255525.0
1675,206504.44
1676,209862.16
1677,202502.52
1678,540182.06
1679,420752.12
1680,355847.03
1681,238568.62
1682,295945.97
1683,202575.42
1684,170874.92
1685,170889.9
1686,175074.72
1687,150969.28
1688,187745.38
1689,174847.34
1690,183270.0
1691,170540.5
1692,236801.62
1693,142953.84
1694,169162.47
1695,161694.31
1696,273410.3
1697,162286.78
1698,361970.62
1699,239989.98
1700,253530.77
1701,265297.22
1702,257446.16
1703,247933.4
1704,278333.88
1705,226220.81
1706,438827.2
1707,218613.81
1708,204531.55
1709,250296.3
1710,202479.94
1711,235508.81
1712,275545.75
1713,293008.22
1714,224171.8
1715,209808.75
1716,190750.62
1717,165678.05
1718,131757.22
1719,217489.81
1720,255622.66
1721,168791.75
1722,103418.13
1723,163358.72
1724,228725.34
1725,225591.9
1726,200127.53
1727,172222.23
1728,159742.9
1729,144775.11
1730,163272.72
1731,122430.914
1732,128522.33
1733,127007.56
1734,128008.586
1735,130410.92
1736,114454.016
1737,238061.81
1738,220989.1
1739,303236.06
1740,314566.12
1741,196889.66
1742,167206.0
1743,170978.47
1744,224903.5
1745,238976.83
1746,244103.28
1747,201188.67
1748,260127.5
1749,163779.0
1750,141634.1
1751,245973.69
1752,122224.69
1753,169412.78
1754,220225.44
1755,171444.16
1756,127303.96
1757,118761.08
1758,161219.16
1759,163962.0
1760,169042.31
1761,160842.08
1762,212361.06
1763,164034.58
1764,109113.55
1765,267335.8
1766,181676.78
1767,245333.4
1768,140121.78
1769,187452.58
1770,140287.75
1771,138209.77
1772,150993.72
1773,134532.52
1774,189394.39
1775,131417.03
1776,130319.984
1777,116853.73
1778,137785.66
1779,100936.63
1780,154678.08
1781,136137.86
1782,97669.74
1783,143995.75
1784,112145.414
1785,129262.305
1786,212406.9
1787,148020.19
1788,73658.64
1789,100029.11
1790,81027.58
1791,242483.88
1792,158881.19
1793,157205.39
1794,145600.06
1795,144436.28
1796,100174.04
1797,133430.28
1798,129574.67
1799,110828.5
1800,128939.58
1801,151276.58
1802,136924.53
1803,153248.66
1804,142158.69
1805,133076.81
1806,138321.22
1807,158471.12
1808,120212.266
1809,115302.59
1810,149856.97
1811,126937.19
1812,116053.56
1813,126933.734
1814,94438.72
1815,74964.85
1816,98716.53
1817,143046.44
1818,157863.53
1819,121246.03
1820,75964.06
1821,128020.734
1822,159982.05
1823,69445.34
1824,161928.81
1825,140266.84
1826,106574.5
1827,102464.234
1828,159757.38
1829,138102.69
1830,146199.94
1831,169287.22
1832,110130.04
1833,149328.16
1834,133647.84
1835,128665.875
1836,146100.06
1837,91512.53
1838,139390.9
1839,104952.266
1840,170454.6
1841,143676.4
1842,91142.36
1843,141066.4
1844,128769.484
1845,160297.88
1846,156666.81
1847,160383.66
1848,68476.07
1849,120826.66
1850,128776.97
1851,162130.1
1852,135086.92
1853,132674.45
1854,159175.22
1855,135377.58
1856,233925.84
1857,122993.91
1858,173262.1
1859,119507.59
1860,159805.44
1861,119638.766
1862,317751.62
1863,310366.3
1864,310366.3
1865,286684.8
1866,307186.06
1867,239370.72
1868,309586.34
1869,209423.16
1870,201986.69
1871,244288.31
1872,154917.16
1873,213123.5
1874,143012.72
1875,216497.83
1876,208889.94
1877,225655.55
1878,201637.66
1879,133120.31
1880,135268.25
1881,199274.9
1882,260866.53
1883,195667.05
1884,207855.62
1885,225792.62
1886,322996.3
1887,240103.84
1888,274716.53
1889,157901.72
1890,136999.47
1891,148949.22
1892,109747.33
1893,146647.02
1894,160390.7
1895,159119.25
1896,133071.5
1897,119869.64
1898,111584.72
1899,146837.75
1900,125471.47
1901,168702.17
1902,167013.55
1903,179491.72
1904,135892.16
1905,180182.39
1906,169237.47
1907,179674.27
1908,110607.83
1909,130387.14
1910,122406.16
1911,202255.92
1912,311054.0
1913,168452.16
1914,83054.81
1915,342145.75
1916,83481.44
1917,257873.69
1918,138858.33
1919,149194.0
1920,221603.81
1921,420785.44
1922,315776.06
1923,242728.38
1924,189341.97
1925,228465.66
1926,397052.2
1927,140827.75
1928,186458.78
1929,131516.94
1930,118085.69
1931,142156.48
1932,160717.3
1933,175357.36
1934,187724.44
1935,186317.08
1936,187274.02
1937,188909.05
1938,182103.92
1939,246110.28
1940,199633.47
1941,177736.08
1942,178310.78
1943,196610.31
1944,290651.47
1945,355984.47
1946,172542.06
1947,313901.25
1948,199132.56
1949,276616.12
1950,165736.69
1951,280670.44
1952,220904.44
1953,157147.39
1954,204274.34
1955,137508.72
1956,314830.0
1957,163422.56
1958,289121.38
1959,162499.2
1960,119728.3
1961,124020.33
1962,99821.9
1963,102500.266
1964,116736.55
1965,145463.94
1966,139312.66
1967,286771.22
1968,514657.0
1969,348686.75
1970,535404.25
1971,486411.9
1972,328611.38
1973,273925.53
1974,324211.75
1975,499437.62
1976,285560.38
1977,341354.94
1978,415521.56
1979,283873.62
1980,189579.56
1981,342967.7
1982,217894.52
1983,195760.62
1984,171322.9
1985,249854.16
1986,260612.5
1987,183404.94
1988,175207.8
1989,188440.16
1990,230891.66
1991,208177.94
1992,240344.12
1993,173303.62
1994,257852.9
1995,186884.0
1996,263972.06
1997,319268.78
1998,329714.56
1999,286660.94
2000,291737.28
2001,261028.53
2002,258599.95
2003,262917.03
2004,270505.47
2005,233169.53
2006,210655.64
2007,251218.12
2008,202534.97
2009,174444.52
2010,175380.5
2011,108581.766
2012,153374.3
2013,166276.56
2014,198777.47
2015,186277.44
2016,210419.83
2017,210509.77
2018,117028.58
2019,137647.89
2020,125850.28
2021,110945.12
2022,196575.17
2023,173959.12
2024,252244.62
2025,435714.4
2026,191399.62
2027,159602.19
2028,150405.12
2029,172005.97
2030,298352.56
2031,206799.42
2032,257256.8
2033,263938.8
2034,165425.78
2035,201936.83
2036,189167.7
2037,189519.28
2038,258054.16
2039,165903.66
2040,244962.39
2041,262677.38
2042,200648.62
2043,158278.03
2044,229191.19
2045,242878.47
2046,152168.48
2047,162410.0
2048,135353.48
2049,155072.06
2050,191811.06
2051,105076.73
2052,145304.23
2053,144825.28
2054,97111.27
2055,163242.5
2056,134004.81
2057,136643.1
2058,188262.72
2059,142426.78
2060,198291.12
2061,164601.12
2062,139687.9
2063,113310.92
2064,142101.28
2065,135666.02
2066,159894.5
2067,124474.39
2068,191995.69
2069,102123.57
2070,115471.45
2071,101863.77
2072,141249.2
2073,134966.22
2074,162402.42
2075,150017.03
2076,111271.34
2077,140649.0
2078,120843.72
2079,139141.84
2080,115744.11
2081,118795.5
2082,160888.67
2083,156807.6
2084,105832.89
2085,136838.22
2086,103233.484
2087,139140.31
2088,104754.03
2089,89509.5
2090,145569.27
2091,119668.34
2092,136180.66
2093,155468.9
2094,101947.42
2095,153122.06
2096,87861.086
2097,95227.92
2098,155818.84
2099,73218.05
2100,91000.73
2101,127437.55
2102,131292.56
2103,111418.484
2104,157309.19
2105,94087.28
2106,88061.56
2107,259702.38
2108,127967.47
2109,129956.484
2110,146550.94
2111,129444.76
2112,169381.83
2113,128170.11
2114,118109.914
2115,174688.94
2116,122711.664
2117,143751.66
2118,132792.17
2119,121002.56
2120,123202.2
2121,111228.75
2122,117924.4
2123,90410.01
2124,168596.72
2125,147378.97
2126,153629.92
2127,180314.1
2128,146557.31
2129,94871.234
2130,151606.03
2131,228066.81
2132,146800.9
2133,129633.16
2134,128615.24
2135,98673.58
2136,100492.78
2137,132997.94
2138,137364.2
2139,159419.5
2140,146342.31
2141,127277.664
2142,134769.34
2143,149949.44
2144,128386.414
2145,128698.09
2146,165148.25
2147,151736.84
2148,136287.42
2149,134134.64
2150,182124.81
2151,84683.16
2152,160932.31
2153,220437.2
2154,122816.69
2155,139272.45
2156,301484.97
2157,251097.47
2158,247620.9
2159,214240.45
2160,155047.88
2161,265991.75
2162,491834.12
2163,322629.2
2164,192238.02
2165,189705.9
2166,155912.34
2167,238899.02
2168,213837.19
2169,180639.73
2170,194082.97
2171,149823.69
2172,142596.5
2173,158951.56
2174,261058.3
2175,277440.12
2176,324718.62
2177,256107.19
2178,187459.14
2179,146234.22
2180,260394.75
2181,204114.47
2182,247477.12
2183,201391.84
2184,140687.97
2185,123353.914
2186,163297.16
2187,142894.53
2188,159791.11
2189,307429.1
2190,89570.9
2191,94337.26
2192,99358.61
2193,86928.38
2194,103446.71
2195,120173.586
2196,112508.05
2197,141358.5
2198,146221.9
2199,163092.55
2200,129005.66
2201,95116.59
2202,159985.9
2203,129312.02
2204,158819.97
2205,134832.38
2206,140256.64
2207,167875.47
2208,190439.62
2209,246082.0
2210,115941.32
2211,122584.414
2212,113512.45
2213,102287.17
2214,131534.75
2215,106830.21
2216,156295.81
2217,87889.3
2218,97522.0
2219,92163.87
2220,76690.625
2221,341941.3
2222,315384.56
2223,261175.89
2224,199054.14
2225,141020.38
2226,248699.95
2227,188984.16
2228,292830.1
2229,233084.94
2230,155561.14
2231,179539.78
2232,221686.06
2233,171203.3
2234,257723.39
2235,272887.12
2236,297509.38
2237,330989.38
2238,196207.44
2239,97156.734
2240,159735.5
2241,168192.66
2242,141943.84
2243,145245.0
2244,108873.086
2245,99819.19
2246,134611.69
2247,109713.516
2248,128707.664
2249,122594.34
2250,127605.516
2251,229607.5
2252,174694.55
2253,159094.88
2254,175361.31
2255,197068.4
2256,175476.95
2257,226371.66
2258,148665.83
2259,172796.23
2260,158654.2
2261,183241.84
2262,199958.14
2263,324929.5
2264,410683.12
2265,190472.28
2266,272270.25
2267,430098.5
2268,330323.75
2269,176881.03
2270,167287.1
2271,255664.47
2272,199639.31
2273,145934.22
2274,185174.1
2275,173044.19
2276,171402.34
2277,181252.78
2278,157924.97
2279,125615.414
2280,128125.8
2281,191372.55
2282,189666.98
2283,105359.164
2284,117205.18
2285,136197.55
2286,127453.875
2287,339406.6
2288,276559.2
2289,405890.2
2290,478140.94
2291,313064.38
2292,419411.53
2293,492360.25
2294,440558.16
2295,469627.94
2296,284041.12
2297,301382.7
2298,301311.06
2299,444842.22
2300,338931.94
2301,243723.88
2302,254553.4
2303,257054.23
2304,238132.16
2305,206930.75
2306,205187.19
2307,208878.58
2308,225578.72
2309,273885.2
2310,196895.83
2311,224279.12
2312,178747.25
2313,175618.31
2314,171754.05
2315,177680.88
2316,175234.75
2317,171206.16
2318,167713.62
2319,164064.25
2320,184971.27
2321,262935.94
2322,171798.03
2323,163887.64
2324,135843.16
2325,234593.31
2326,135539.94
2327,205870.5
2328,219595.64
2329,192398.56
2330,189639.06
2331,350300.38
2332,403183.12
2333,321724.6
2334,274538.94
2335,261323.34
2336,329978.9
2337,216839.33
2338,263153.12
2339,236870.14
2340,345304.62
2341,240854.72
2342,246466.16
2343,240192.02
2344,234154.84
2345,240081.69
2346,203944.06
2347,210486.56
2348,237097.25
2349,167264.8
2350,240175.28
2351,248591.31
2352,237575.86
2353,275536.75
2354,116114.97
2355,119508.266
2356,163594.03
2357,213055.52
2358,224692.25
2359,123713.56
2360,122901.04
2361,139105.28
2362,286305.75
2363,132594.69
2364,153921.48
2365,234139.94
2366,183585.73
2367,239303.39
2368,227182.81
2369,246632.78
2370,166845.66
2371,178783.03
2372,199323.44
2373,263498.06
2374,302669.62
2375,236814.56
2376,337444.56
2377,424776.78
2378,125873.016
2379,212011.84
2380,145414.12
2381,160804.56
2382,197481.88
2383,229856.53
2384,257774.97
2385,145349.19
2386,129407.37
2387,134340.62
2388,106394.266
2389,121007.5
2390,137555.42
2391,136679.56
2392,117061.97
2393,151609.84
2394,140245.1
2395,221719.73
2396,145520.84
2397,209949.0
2398,116308.71
2399,73928.22
2400,84814.96
2401,118374.61
2402,131633.31
2403,164303.53
2404,154637.62
2405,150349.84
2406,130507.15
2407,131606.56
2408,139134.4
2409,139618.28
2410,167416.4
2411,126929.51
2412,179749.11
2413,138411.62
2414,137376.14
2415,165743.0
2416,124702.75
2417,125097.836
2418,121129.04
2419,139656.81
2420,123569.31
2421,156488.84
2422,111442.41
2423,110814.83
2424,176852.48
2425,253810.08
2426,139333.31
2427,115528.1
2428,179100.53
2429,122338.21
2430,130062.016
2431,125485.766
2432,135731.23
2433,149119.75
2434,152242.25
2435,154620.98
2436,102751.06
2437,110892.83
2438,131264.53
2439,123035.02
2440,132485.1
2441,127924.71
2442,112715.62
2443,133751.38
2444,125774.41
2445,99561.86
2446,138862.94
2447,157858.62
2448,154092.02
2449,119342.7
2450,158905.66
2451,136953.66
2452,193147.69
2453,101027.88
2454,93626.08
2455,122193.99
2456,148731.53
2457,132072.88
2458,115218.43
2459,113947.664
2460,133643.78
2461,124687.53
2462,139888.22
2463,130273.94
2464,157537.52
2465,136533.44
2466,137088.64
2467,131590.11
2468,84937.42
2469,113047.94
2470,182643.27
2471,195695.83
2472,180905.1
2473,139682.19
2474,95456.33
2475,186755.22
2476,127720.72
2477,138953.19
2478,158823.0
2479,135398.61
2480,143399.66
2481,125633.56
2482,126805.914
2483,112098.87
2484,125220.234
2485,124487.15
2486,169361.12
2487,154373.66
2488,120649.61
2489,148737.28
2490,146402.67
2491,97637.125
2492,186067.12
2493,130747.35
2494,173359.38
2495,115204.45
2496,255024.58
2497,153959.9
2498,122499.63
2499,100171.516
2500,127970.55
2501,151366.02
2502,178369.38
2503,134340.31
2504,188150.58
2505,204278.44
2506,247477.06
2507,341978.25
2508,249679.06
2509,241262.1
2510,232792.53
2511,192064.84
2512,211600.72
2513,207075.36
2514,160783.5
2515,151623.75
2516,150075.16
2517,142008.31
2518,147624.88
2519,217268.33
2520,204656.77
2521,189358.97
2522,211233.1
2523,127863.28
2524,136599.4
2525,133451.77
2526,144678.77
2527,106793.16
2528,123952.34
2529,134134.81
2530,122661.484
2531,257414.44
2532,236139.5
2533,194144.6
2534,217841.94
2535,322619.53
2536,220800.78
2537,202127.86
2538,160911.25
2539,170727.53
2540,187749.22
2541,174193.78
2542,159455.1
2543,115374.01
2544,137984.72
2545,140083.4
2546,132670.97
2547,137665.25
2548,151706.84
2549,168480.25
2550,317380.78
2551,149792.22
2552,130683.84
2553,93990.44
2554,116676.0
2555,117153.805
2556,119561.68
2557,125511.07
2558,143278.61
2559,147265.22
2560,138255.47
2561,111016.66
2562,126581.625
2563,137462.33
2564,166685.34
2565,119016.625
2566,159698.73
2567,147103.61
2568,207951.56
2569,208316.89
2570,116849.03
2571,205184.27
2572,144760.62
2573,197875.1
2574,244163.88
2575,135121.8
2576,132608.0
2577,164269.1
2578,100489.016
2579,84507.28
2580,136994.17
2581,131998.02
2582,129314.03
2583,288574.7
2584,164733.64
2585,203665.53
2586,207942.16
2587,222722.97
2588,122694.516
2589,143768.22
2590,236867.25
2591,238509.19
2592,280288.34
2593,257156.72
2594,174483.5
2595,194152.16
2596,366646.34
2597,222293.06
2598,290541.0
2599,290203.94
2600,169977.97
2601,132926.62
2602,96537.01
2603,93674.38
2604,102472.75
2605,96476.33
2606,139879.33
2607,179653.72
2608,212673.38
2609,155529.97
2610,108300.0
2611,151332.56
2612,147469.7
2613,128142.16
2614,130247.016
2615,148655.88
2616,144115.6
2617,184555.72
2618,193415.6
2619,206787.84
2620,176450.69
2621,181343.4
2622,190576.1
2623,230228.1
2624,312920.88
2625,318706.22
2626,169328.61
2627,162261.03
2628,425988.62
2629,514596.44
2630,323367.8
2631,460707.9
2632,395738.1
2633,319698.84
2634,331873.06
2635,153082.75
2636,179594.44
2637,153033.2
2638,281565.7
2639,187413.75
2640,150544.34
2641,118187.43
2642,209111.38
2643,113089.91
2644,128604.74
2645,101068.09
2646,98981.875
2647,108241.42
2648,142157.38
2649,144839.45
2650,137108.56
2651,151188.47
2652,431990.5
2653,261674.0
2654,254912.5
2655,354400.3
2656,278588.5
2657,327364.9
2658,271975.44
2659,305076.7
2660,345442.3
2661,324039.94
2662,330126.25
2663,281014.5
2664,260945.16
2665,350627.44
2666,281355.56
2667,168637.88
2668,160905.03
2669,191234.89
2670,291237.25
2671,162045.88
2672,188168.19
2673,239596.06
2674,240415.28
2675,170139.16
2676,173125.6
2677,197019.33
2678,273838.88
2679,263128.75
2680,281904.88
2681,373073.44
2682,348307.66
2683,502295.5
2684,277196.1
2685,286920.97
2686,272531.22
2687,309283.6
2688,236051.05
2689,201335.17
2690,455993.7
2691,206303.81
2692,108152.17
2693,205157.06
2694,103807.41
2695,200186.28
2696,173096.75
2697,190990.34
2698,162179.62
2699,186806.97
2700,166134.02
2701,148530.55
2702,124450.85
2703,134417.12
2704,145598.38
2705,127845.234
2706,115438.516
2707,127026.52
2708,134531.06
2709,109714.92
2710,128445.71
2711,262667.3
2712,336507.44
2713,175677.72
2714,156795.78
2715,165506.28
2716,133985.34
2717,168721.06
2718,244164.4
2719,167875.75
2720,189641.2
2721,138630.44
2722,166617.66
2723,139990.25
2724,127124.78
2725,133925.66
2726,140548.38
2727,153328.47
2728,155642.27
2729,158063.75
2730,146706.44
2731,119795.33
2732,126959.45
2733,177479.86
2734,211887.22
2735,122892.78
2736,140535.28
2737,136044.19
2738,161551.56
2739,144359.97
2740,121133.28
2741,157073.67
2742,154182.5
2743,150604.61
2744,151087.53
2745,135107.69
2746,136877.16
2747,135432.44
2748,110692.55
2749,135489.22
2750,133497.56
2751,130529.375
2752,165884.64
2753,154705.6
2754,326898.34
2755,139277.69
2756,111169.055
2757,82049.0
2758,90177.47
2759,153959.45
2760,152197.98
2761,141484.19
2762,142149.62
2763,193881.28
2764,113508.92
2765,253452.6
2766,142110.3
2767,92677.3
2768,158144.8
2769,136775.9
2770,139710.31
2771,127798.66
2772,123967.72
2773,163582.19
2774,148754.1
2775,146301.53
2776,142893.78
2777,139487.48
2778,97361.55
2779,144311.38
2780,126533.97
2781,98918.92
2782,100535.94
2783,104067.8
2784,119476.94
2785,141308.16
2786,83593.875
2787,132471.4
2788,88437.62
2789,145384.84
2790,106173.81
2791,123907.19
2792,92516.83
2793,168469.53
2794,101313.62
2795,114021.11
2796,99690.03
2797,237845.56
2798,127602.12
2799,126246.96
2800,64557.71
2801,124256.74
2802,146745.28
2803,246309.22
2804,124528.625
2805,109888.56
2806,96159.37
2807,145714.94
2808,146805.69
2809,132981.25
2810,121004.234
2811,165932.9
2812,149286.56
2813,212198.06
2814,209586.47
2815,103003.76
2816,262913.3
2817,137996.66
2818,127297.26
2819,158201.08
2820,144567.25
2821,118182.766
2822,182170.98
2823,280943.44
2824,180465.94
2825,123276.45
2826,131517.95
2827,150021.56
2828,222805.84
2829,192216.34
2830,236676.4
2831,188441.97
2832,322936.75
2833,277888.12
2834,212309.0
2835,248493.53
2836,183221.5
2837,166844.88
2838,132866.56
2839,170402.52
2840,218955.88
2841,210347.34
2842,223392.34
2843,152323.84
2844,150312.7
2845,120944.2
2846,214864.22
2847,203893.44
2848,193678.03
2849,216184.1
2850,275969.2
2851,204506.94
2852,245843.03
2853,218804.86
2854,145638.92
2855,207580.22
2856,204248.94
2857,161202.66
2858,206589.9
2859,115074.625
2860,123652.625
2861,158074.61
2862,212559.03
2863,117760.375
2864,275756.25
2865,144779.22
2866,137264.36
2867,95311.68
2868,115457.23
2869,134491.5
2870,147339.5
2871,109517.33
2872,78230.84
2873,117685.64
2874,160586.39
2875,142472.78
2876,146551.22
2877,142224.88
2878,144749.03
2879,145938.22
2880,110949.19
2881,154876.72
2882,170513.31
2883,175164.0
2884,150027.64
2885,170050.81
2886,236622.0
2887,117630.7
2888,140241.34
2889,67594.12
2890,93594.89
2891,151848.39
2892,71610.484
2893,105475.32
2894,76134.9
2895,317373.8
2896,321569.06
2897,191389.06
2898,184347.31
2899,244822.25
2900,141163.28
2901,215429.17
2902,208602.88
2903,316919.16
2904,336165.8
2905,146613.83
2906,203004.1
2907,116063.72
2908,122840.62
2909,164062.31
2910,85328.1
2911,94104.53
2912,162926.6
2913,101741.18
2914,98155.14
2915,100692.56
2916,93703.734
2917,159112.94
2918,112592.28
2919,233720.9
